ㄱㄴ순 ㄱㄴ順
답지 遝至
답지하다 遝至하다
답찰 答札
답찰하다 答札하다
답척 踏尺
답척하다 踏尺하다
답청 踏靑
답청절 踏靑節
답청하다 踏靑하다
답토 畓土
답통 答通
답파 踏破
답파하다 踏破하다
답패 答牌
답포 答砲
답품 畓品
답품 踏品
답품하다 踏品하다
답하다 答하다
답향 答香
답험 踏驗
답험손실법 踏驗損失法
답험하다 踏驗하다
당 倘
당 儻
당 唐
당 堂
당 塘
당 幢
당 戇
당 搪
당 撞
당 棠
당 檔
당 溏
당 瑭
당 璫
당 當
당 瞠
당 礑
당 糖
당 螳
당 蟷
당 襠
당 讜
당 鏜
당 鐺
당 餳
당 餹
당 黨
당가 唐家
당가 當家
당가하다 當家하다
당가화 唐假花
당각 當刻
당간 幢竿
당간 撞桿
당간지주 幢竿支柱
당개헌안 黨改憲案
당건 唐巾
당경 唐磬
당경 唐鏡
당계 當季
당고 唐鼓
당고 堂鼓
당고 當姑
당고 當故
당고 黨錮
당고금 唐고금
당고모 堂姑母
당고모 當姑母
당고모부 堂姑母夫
당고하다 當故하다
당공약 黨公約
당과 糖菓
당관 唐官
당관 當官
당괴 黨魁
당교 當校
당구 堂狗
당구 撞球
당구공 撞球공
당구대 撞球臺
당구봉 撞球棒
당구장 撞球場
당구풍월 堂狗風月
당구하다 撞球하다
당구혈 당久穴
당국 當國
당국 當局
당국분석 當局分析
당국자 當局者
당국자미 當局者迷
당국제재 當局制裁
당국화 唐菊花
당궁 唐弓
당권 當權
당권 黨權
당궤 唐机
당귀 當歸
당귀미 當歸尾
당귀수산 當歸鬚散
당귀육황탕 當歸六黃湯
당귀주 當歸酒
당귀차 當歸茶
당규 黨規
당극 幢戟
당금 唐琴
당금 唐錦
당금 當今
당금아기 唐錦아기
당금지지 當禁之地
당기 當期
당기 當機
당기 黨旗
당기 黨紀
당기손실 當期損失
당기손익 當期損益
당기업적주의 當期業績主義
당기이익 當期利益
당길문 당길門
당김음 당김音
당내 堂內
당내 黨內
당내간 堂內間
당내민주주의 黨內民主主義
당내쇄신 黨內刷新
당내언로 黨內言路
당내이견 黨內異見
당내인사 黨內人士
당내인책 黨內引責
당내조화 黨內調和
당내지친 堂內至親
당내지친 黨內至親
당내진통 黨內陣痛
당내특위 黨內特委
당녀 唐女
당년 當年
당년작 當年作
당년초 當年草
당년치 當年치
당년치기 當年치기
당뇨 糖尿
당뇨병 糖尿病
당뇨병성 糖尿病性
당뇨병신증 糖尿病腎症
당단백질 糖蛋白質
당당 堂堂
당당하다 堂堂하다
당당히 堂堂히
당대 當代
당대발복 當代發福
당대발복하다 當代發福하다
당대인 當代人
당대적 當代的
당도 當到
당도 當塗
당도 當道
당도 糖度
당도하다 當到하다
당돌 唐突
당돌 幢突
당돌성 唐突性
당돌하다 唐突하다
당돌히 唐突히
당동벌이 黨同伐異
당동벌이하다 黨同伐異하다
당두 堂頭
당두 當頭
당두루말이 唐두루말이
당두하다 當頭하다
당락 當落
당랑 堂郞
당랑 螳螂
당랑거철 螳螂拒轍
당랑거철 螳螂拒鐵
당랑규선 螳螂窺蟬
당랑당거철 螳螂當車轍
당랑당차철 螳螂當車轍
당랑력 螳螂力
당랑박선 螳螂搏蟬
당랑재후 螳螂在後
당랑지부 螳螂之斧
당래 當來
당래도사 當來道師
당래미륵 當來彌勒
당래지사 當來之事
당래지직 當來之職
당략 黨略
당량 當量
당량농도 當量濃度
당량점 當量點
당로 堂老
당로 當路
당로자 當路者
당로하다 當路하다
당록 堂錄
당론 黨論
당료 糖料
당료식물 糖料植物
당류 糖類
당류 黨類
당륜 黨倫
당률 當律
당리 棠梨
당리 黨利
당리당략 黨利黨略
당마 塘馬
당마루 堂마루
당먹 唐먹
당면 唐麵
당면 當面
당면과제 當面課題
당면하다 當面하다
당명 唐名
당명 黨名
당명 黨命
당모시 唐모시
당목 唐木
당목 撞木
당목면 唐木綿
당목어과 撞木魚科
당목향 唐木香
당무 當務
당무 黨務
당무자 當務者
당무회의 黨務會議
당묵 唐墨
당문자 唐文字
당물 唐物
당미 唐米
당미 糖米
당밀 唐蜜
당밀 糖蜜
당밀조례 糖蜜條例
당밀주 唐蜜酒
당밀주 糖蜜酒
당박 戇朴
당박 當迫
당배 黨輩
당백 當百
당백사 唐白絲
당백사 唐百絲
당백전 當百錢
당번 幢番
당번 當番
당번제 當番制
당벌 黨閥
당변 當變
당별 黨別
당보 塘報
당보 黨報
당보군 塘報軍
당보기 塘報旗
당보수 塘報手
당보포수 塘報砲手
당본 唐本
당봉 撞棒
당봉지물 當捧之物
당부 唐部
당부 當付
당부 當否
당부당 當不當
당부악 唐部樂
당부악기 唐部樂器
당분 當分
당분 糖分
당분간 當分間
당붕 黨朋
당비 糖榧
당비 黨比
당비 黨費
당비상 唐砒霜
당비파 唐琵琶
당뽕 唐뽕
당사 唐絲
당사 堂舍
당사 當事
당사 當寺
당사 當社
당사 黨史
당사 黨舍
당사국 當事國
당사기계 唐沙器契
당사자 當事者
당사자간 當事者間
당사자공개 當事者公開
당사자능력 當事者能力
당사자소송 當事者訴訟
당사자신문 當事者訊問
당사자적격 當事者適格
당사자주의 當事者主義
당사자참가 當事者參加
당사제품 當社製品
당사주 唐四柱
당사주식 當社株式
당사주책 唐四柱冊
당사책임 當社責任
당사출입 黨舍出入
당사하다 當事하다
당사향 唐麝香
당사회장 黨社會長
당삭 當朔
당삭하다 當朔하다
당산 堂山
당산 當山
당산 糖酸
당산의열록 唐山義烈錄
당산제 堂山祭
당산제 당산祭
당삼채 唐三彩
당상 堂上
당상 當喪
당상 當相
당상 糖霜
당상관 堂上官
당상군관 堂上軍官
당상보검 堂上寶劍
당상수의 堂上繡衣
당상악 堂上樂
당상지악 堂上之樂
당상하다 當喪하다
당서 唐書
당서 唐黍
당서기장 黨書記長
당석 當席
당선 唐扇
당선 唐船
당선 當先
당선 當選
당선권 當選圈
당선되다 當選되다
당선무효 當選無效
당선사례 當選謝禮
당선소송 當選訴訟
당선인 當選人
당선자 當選者
당선작 當選作
당선작가 當選作家
당선증서 當選證書
당선하다 當選하다
당선확실 當選確實
당성 當城
당성 黨性
당세 當世
당세 當歲
당세 黨勢
당세풍 當世風
당소 當所
당속 唐屬
당속 糖屬
당송 唐宋
당송팔가 唐宋八家
당송팔대가 唐宋八大家
당수 唐手
당수 當手
당수 黨首
당수경선 黨首競選
당수복 唐壽福
당숙 堂叔
당숙모 堂叔母
당승 唐僧
당시 唐詩
당시 當時
당시 黨是
당시선 唐詩選
당시승상 當時丞相
당신 堂神
당신 當身
당신석 唐信石
당실 堂室
당아산성 當峨山城
당악 唐樂
당악공 唐樂工
당악기 唐樂器
당악무 唐樂舞
당악무용 唐樂舞踊
당악재서 唐樂在西
당악정재 唐樂呈才
당안 唐雁
당안미정 黨案未定
당액 糖液
당야 當夜
당약 唐藥
당약 當藥
당약재계 唐藥材契
당양지지 當陽之地
당양하다 當陽하다
당업 糖業
당업자 當業者
당여 黨與
당연 唐硯
당연 唐筵
당연 當然
당연상인 當然商人
당연승계 當然承繼
당연시 當然視
당연시하다 當然視하다
당연지사 當然之事
당연하다 當然하다
당연히 當然히
당엽 糖葉
당오 堂奧
당오 當五
당오전 當五錢
당오평 當五坪
당옥매 唐玉梅
당용 當用
당용되다 當用되다
당용하다 當用하다
당우 唐虞
당우 堂宇
당우 戇愚
당우 黨友
당우삼대 唐虞三代
당원 當院
당원 糖原
당원 黨員
당원명부 黨員名簿
당원증 黨員證
당월 當月
당월한 當月限
당위 當爲
당위 黨威
당위법칙 當爲法則
당위성 當爲性
당위적 當爲的
당위학 當爲學
당유 糖乳
당육전 唐六典
당의 唐衣
당의 糖衣
당의 黨意
당의 黨議
당의정 糖衣錠
당의즉답증 當意卽答症
당의즉묘 當意卽妙
당의즉행증 當意卽行症
당의통략 黨議通略
당이별론 當以別論
당익 當益
당인 唐人
당인 當人
당인 黨人
당인 黨引
당인리역 唐人里驛
당일 當日
당일거래 當日去來
당일결제거래 當日決濟去來
당일소인 當日消印
당일우귀 當日于歸
당일치기 當日치기
당일치기하다 當日치기하다
당자 當者
당작설 唐雀舌
당장 堂長
당장 當場
당장법 糖藏法
당장졸판 當場猝辦
당재 唐材
당쟁 黨爭
당쟁상심가 黨爭傷心歌
당쟁차탄가 黨爭嗟嘆歌
당저 唐紵
당저 唐苧
당저고리 唐저고리
당적 唐笛
당적 黨籍
당전 唐錢
당전 堂前
당전 當前
당절 當節
당점 當店
당정 黨情
당정 黨政
당정개편 黨政改編
당정골격 黨政骨格
당정수뇌 黨政首腦
당정시안 黨政試案
당정인사 黨政人事
당정일체 黨政一體
당정협회 黨政協會
당정회담 黨政會談
당정회의 黨政會議
당제 唐制
당제 堂祭
당제 當劑
당조 唐朝
당조 當朝
당종 唐種
당종 唐鐘
당종려 唐棕櫚
당좌 撞座
당좌 當座
당좌계정 當座計定
당좌대부 當座貸付
당좌대여 當座貸與
당좌대월 當座貸越
당좌대월계약 當座貸越契約
당좌수표 當座手票
당좌예금 當座預金
당좌예치금 當座預置金
당좌이체 當座移替
당좌자금 當座資金
당좌자산 當座資産
당좌조합 當座組合
당좌차월 當座借越
당죄 當罪
당주 堂主
당주 幢主
당주 當主
당주지 唐周紙
당주홍 唐朱紅
당중 堂中
당중 當中
당중앙위 黨中央委
당중하다 當中하다
당즙 糖汁
당증 黨證
당지 唐只
당지 唐紙
당지 當地
당지자 當之者
당지질 糖脂質
당직 堂直
당직 戇直
당직 當直
당직 當職
당직 黨職
당직개편 黨職改編
당직경선 黨職競選
당직균배 黨職均配
당직사관 當直士官
당직사령 當直司令
당직인선 黨職人選
당직자 當直者
당직자 黨職者
당직청 當直廳
당직함 當直艦
당진평야 唐津平野
당질 堂姪
당질 糖質
당질녀 堂姪女
당질부 堂姪婦
당질서 堂姪壻
당집 堂집
당차 唐茶
당차 當差
당차 當次
당차하다 當差하다
당차하다 當次하다
당착 撞着
당착하다 撞着하다
당찮다 當찮다
당참 堂參
당참전 堂參錢
당참채 堂參債
당창 唐瘡
당창포 唐菖蒲
당채련 唐채련
당책 唐冊
당처 當處
당척 唐尺
당철 當철
당첨 當籤
당첨금 當籤金
당첨되다 當籤되다
당첨자 當籤者
당첨하다 當籤하다
당청 唐靑
당청 當廳
당청화 唐靑華
당체 唐體
당체 當體
당초 唐椒
당초 唐草
당초 當初
당초무늬 唐草무늬
당초문 唐草紋
당초에 當初에
당초와 唐草瓦
당초회 唐草繪
당최 當初
당추은자 當推恩者
당추자 唐楸子
당춘 當春
당춘하다 當春하다
당치 黨治
당칙 黨則
당침 唐針
당타구 唐唾具
당탄 唐탄
당탑 堂塔
당태 唐태
당태종전 唐太宗傳
당토 唐土
당파 黨派
당파심 黨派心
당파싸움 黨派싸움
당파싸움하다 黨派싸움하다
당파적 黨派的
당판 唐板
당판 堂板
당팔사 唐八絲
당평 當坪
당평전 當坪錢
당폐 堂陛
당폐 黨弊
당폐지존 堂陛之尊
당포 唐布
당폭 唐幅
당품 當品
당풍 唐風
당풍 當風
당풍 黨風
당풍쇄신 黨風刷新
당피리 唐피리
당피마자 唐皮麻子
당필 唐筆
당하 堂下
당하 幢下
당하 當下
당하관 堂下官
당하다 當하다
당하수의 堂下繡衣
당학 唐學
당한 當寒
당한 當限
당한하다 當寒하다
당항 當港
당항 黨項
당항라 唐亢羅
당해 當該
당해 糖害
당향 唐鄕
당헌 棠軒
당헌 當憲
당헌 黨憲
당형제 堂兄弟
당혜 唐鞋
당호 堂號
당호 幢號
당혹 當惑
당혹하다 當惑하다
당혼 當婚
당혼하다 當婚하다
당홍 唐紅
당화 唐畵
당화 糖化
당화 黨禍
당화기 唐畵器
당화되다 糖化되다
당화소 糖化素
당화적 唐畵籍
당화하다 糖化하다
당황 唐惶
당황 唐慌
당황 唐黃
당황라 唐黃羅
당황망조 唐慌罔措
당황모 唐黃毛
당황실색 唐慌失色
당황하다 唐惶하다
당황하다 唐慌하다
당회 堂會
당회장 堂會長
당후 堂後
당후관 堂後官
당후일기 堂後日記
대 代
대 儓
대 台
대 坮
대 垈
대 大
대 對
대 岱
대 帶
대 待
대 懟
대 戴
대 擡
대 旲
대 汏
대 玳
대 碓
대 臺
대 袋
대 貸
대 載
대 遞
대 錞
대 鐓
대 隊
대 黛
대가 代價
대가 代加
대가 大加
대가 大家
대가 大駕
대가 對價
대가 臺架
대가 臺駕
대가 貸家
대가관계 對價關係
대가극 大歌劇
대가람 大伽藍
대가문구 對價文句
대가식 大駕式
대가야 大伽倻
대가야국 大伽倻國
대가연하다 大家然하다
대가족 大家族
대가족적 大家族的
대가족제 大家族制
대가족제도 大家族制度
대가족주의 大家族主義
대가파천 大駕播遷
대가파천하다 大駕播遷하다
대각 大覺
대각 大角
대각 對角
대각 臺閣
대각간 大角干
대각개교절 大覺開敎節
대각견성 大覺見性
대각견성하다 大覺見性하다
대각국사 大覺國師
대각묘사 對角描寫
대각선 對角線
대각선교섭 對角線交涉
대각선행렬 對角線行列
대각세존 大覺世尊
대각수 大角手
대각점 對脚點
대각하다 大覺하다
대각행렬 對角行列
대간 大奸
대간 大姦
대간 大簡
대간 大諫
대간 臺諫
대간사충 大奸似忠
대간의 大簡儀
대갈 大喝
대갈일성 大喝一聲
대갈하다 大喝하다
대감 大監
대감 大鑑
대감독 大監督
대감상 대감床
대감제 대감祭
대갑 帶甲
대갑류 大甲類
대갑석 臺甲石
대갓집 大家집
대강 代講
대강 大江
대강 大綱
대강 對講
대강 帶鋼
대강당 大講堂
대강대강 大綱大綱
대강령 大綱領
대강장류 大江長流
대강풍 大强風
대강하다 代講하다
대갚음 對갚음
대갚음하다 對갚음하다
대개 大槪
대개 大蓋
대개 大開
대개 帶芥
대개 臺芥
대개념 大槪念
대객 對客
대객 待客
대객지도 對客之道
대객하다 對客하다
대객하다 待客하다
대갱 大羹
대거 大擧
대거 帶鉅
대거 貸去
대거리 代거리
대거리 對거리
대거리하다 代거리하다
대거리하다 對거리하다
대거처 大居處
대거하다 大擧하다
대거하다 貸去하다
대검 大劍
대검 大檢
대검 帶劍
대검찰청 大檢察廳
대검하다 帶劍하다
대겁 大劫
대겁 大怯
대겁하다 大怯하다
